adv_samples,attack_capture_precision,attack_capture_precision_ci_lower,attack_capture_precision_ci_upper,attack_capture_rate,attack_capture_rate_ci_lower,attack_capture_rate_ci_upper,baseline_clean_f1,captured_adversarial_count,clean_review_count,clean_review_count_denominator,clean_review_rate,clean_review_rate_ci_lower,clean_review_rate_ci_upper,clean_samples,conditional_review_count,conditional_review_count_denominator,conditional_review_rate,conditional_review_rate_ci_lower,conditional_review_rate_ci_upper,coverage,coverage_ci_lower,coverage_ci_upper,coverage_count,coverage_count_denominator,method,method_family,nominal_budget,number_needed_to_review,raw_adversarial_benign_count,raw_adversarial_benign_rate,raw_adversarial_benign_rate_ci_lower,raw_adversarial_benign_rate_ci_upper,raw_adversarial_count,raw_bypass_capture_rate,raw_bypass_capture_rate_ci_lower,raw_bypass_capture_rate_ci_upper,residual_silent_bypass_count,residual_silent_bypass_rate,residual_silent_bypass_rate_ci_lower,residual_silent_bypass_rate_ci_upper,role_manifest_sha256,selective_risk,selective_risk_ci_lower,selective_risk_ci_upper,selective_risk_count_denominator,selective_risk_error_count,target,threshold,total_review_count
50,0.0,0.0,0.7934506856227626,0.0,0.0,0.07134759913335868,0.6909090909090909,0,1,367,0.0027247956403269,0.0004811553787498965,0.015270747979818575,367,1,332,0.0030120481927710845,0.0005318984881840603,0.01686160272279323,0.9019073569482288,0.8671863212429586,0.9283018664535408,331,367,Quarantine / One-Class SVM / nominal_budget=0.01,One-Class SVM,0.01,,32,0.64,0.501410168761127,0.7586125034815325,50,0.0,0.0,0.10717919825507058,32,0.64,0.501410168761127,0.7586125034815325,4bf795e269e3a796555bd30b0147af44aac317ac33f841b9b1c4dc3e6112a9a2,0.0030211480362537764,0.0005335060327725325,0.01691194066091839,331,1,asterisk,-0.32311253446704935,1
50,0.0,0.0,0.3543304350666873,0.0,0.0,0.07134759913335868,0.6909090909090909,0,7,367,0.0190735694822888,0.009269283725771344,0.038841461166214064,367,7,332,0.02108433734939759,0.010249977347320985,0.04287466927416622,0.885558583106267,0.8489187575200478,0.9142105886430348,325,367,Quarantine / One-Class SVM / nominal_budget=0.03,One-Class SVM,0.03,,32,0.64,0.501410168761127,0.7586125034815325,50,0.0,0.0,0.10717919825507058,32,0.64,0.501410168761127,0.7586125034815325,4bf795e269e3a796555bd30b0147af44aac317ac33f841b9b1c4dc3e6112a9a2,0.003076923076923077,0.0005433591236260454,0.017220395001668935,325,1,asterisk,-2.0665716341623344,7
50,0.0,0.0,0.15463901892484688,0.0,0.0,0.07134759913335868,0.6909090909090909,0,21,367,0.0572207084468664,0.03772714820036048,0.08588756026959775,367,21,332,0.06325301204819277,0.04174016964658306,0.09475714959942727,0.8474114441416893,0.8070377830888346,0.8805875994962752,311,367,Quarantine / One-Class SVM / nominal_budget=0.05,One-Class SVM,0.05,,32,0.64,0.501410168761127,0.7586125034815325,50,0.0,0.0,0.10717919825507058,32,0.64,0.501410168761127,0.7586125034815325,4bf795e269e3a796555bd30b0147af44aac317ac33f841b9b1c4dc3e6112a9a2,0.003215434083601286,0.0005678287489161837,0.017985823119470383,311,1,asterisk,-2.761150024414285,21
50,0.046153846153846156,0.015819840413512573,0.1271384726333883,0.06,0.020614970348973985,0.1621709168883817,0.6909090909090909,3,62,367,0.1689373297002724,0.13407697481455214,0.21065648413375507,367,62,332,0.18674698795180722,0.1484970256624202,0.23216312055540786,0.7356948228882834,0.68830666756496,0.7781999645418006,270,367,Quarantine / One-Class SVM / nominal_budget=0.10,One-Class SVM,0.1,21.666666666666668,32,0.64,0.501410168761127,0.7586125034815325,50,0.09375,0.032401551298366194,0.24218154728387864,29,0.58,0.44233441768578236,0.7062499664528801,4bf795e269e3a796555bd30b0147af44aac317ac33f841b9b1c4dc3e6112a9a2,0.003703703703703704,0.0006540941063273003,0.020677441468492264,270,1,asterisk,-4.188072897453802,65
50,0.05952380952380952,0.025690561091495437,0.13188262822618108,0.1,0.04347576493189044,0.21360231437479654,0.6909090909090909,5,79,367,0.215258855585831,0.17627361629273675,0.2601432270002518,367,79,332,0.23795180722891565,0.19530818719407372,0.28659020435353244,0.6893732970027248,0.6402729939636254,0.7345502537984541,253,367,Quarantine / One-Class SVM / nominal_budget=0.15,One-Class SVM,0.15,16.8,32,0.64,0.501410168761127,0.7586125034815325,50,0.15625,0.06864420282505711,0.3175414959753039,27,0.54,0.4039887139915749,0.6703034780777565,4bf795e269e3a796555bd30b0147af44aac317ac33f841b9b1c4dc3e6112a9a2,0.003952569169960474,0.0006980665888153704,0.022045375406552506,253,1,asterisk,-4.476654147723272,84
50,0.0,0.0,0.7934506856227626,0.0,0.0,0.07134759913335868,0.6909090909090909,0,1,367,0.0027247956403269,0.0004811553787498965,0.015270747979818575,367,1,332,0.0030120481927710845,0.0005318984881840603,0.01686160272279323,0.9019073569482288,0.8671863212429586,0.9283018664535408,331,367,Quarantine / Local Outlier Factor / nominal_budget=0.01,Local Outlier Factor,0.01,,32,0.64,0.501410168761127,0.7586125034815325,50,0.0,0.0,0.10717919825507058,32,0.64,0.501410168761127,0.7586125034815325,4bf795e269e3a796555bd30b0147af44aac317ac33f841b9b1c4dc3e6112a9a2,0.0030211480362537764,0.0005335060327725325,0.01691194066091839,331,1,asterisk,4.499395483187766,1
50,0.0,0.0,0.5614970317550454,0.0,0.0,0.07134759913335868,0.6909090909090909,0,3,367,0.0081743869209809,0.002783846204619942,0.023754337665087503,367,3,332,0.009036144578313253,0.0030777702210502723,0.026226112793430324,0.896457765667575,0.8610719008266696,0.9236300063586909,329,367,Quarantine / Local Outlier Factor / nominal_budget=0.03,Local Outlier Factor,0.03,,32,0.64,0.501410168761127,0.7586125034815325,50,0.0,0.0,0.10717919825507058,32,0.64,0.501410168761127,0.7586125034815325,4bf795e269e3a796555bd30b0147af44aac317ac33f841b9b1c4dc3e6112a9a2,0.00303951367781155,0.0005367504498987128,0.017013523609682883,329,1,asterisk,1.896323892856784,3
50,0.1,0.017876213095072896,0.40415002679523837,0.02,0.0035392592716462293,0.1049544358963781,0.6909090909090909,1,9,367,0.0245231607629427,0.012954298698944794,0.04594272670417958,367,9,332,0.02710843373493976,0.014326109928215761,0.05070891849677475,0.8801089918256131,0.8428769268301763,0.9094661388217673,323,367,Quarantine / Local Outlier Factor / nominal_budget=0.05,Local Outlier Factor,0.05,10.0,32,0.64,0.501410168761127,0.7586125034815325,50,0.03125,0.005537860164003122,0.15744263820012555,31,0.62,0.4815044693099298,0.7413721068980641,4bf795e269e3a796555bd30b0147af44aac317ac33f841b9b1c4dc3e6112a9a2,0.0030959752321981426,0.0005467248648761726,0.01732572877601508,323,1,asterisk,1.777570406286813,10
50,0.1206896551724138,0.05970966048240722,0.2287935404596088,0.14,0.06950833427016292,0.26186193710585537,0.6909090909090909,7,51,367,0.1389645776566757,0.10730038800249056,0.17810852813455227,367,51,332,0.1536144578313253,0.1188096120571808,0.1963434342413791,0.7656675749318801,0.7197166248251607,0.8061145500928644,281,367,Quarantine / Local Outlier Factor / nominal_budget=0.10,Local Outlier Factor,0.1,8.285714285714286,32,0.64,0.501410168761127,0.7586125034815325,50,0.21875,0.11023836252604188,0.3875499364924353,25,0.5,0.3664451431682858,0.6335548568317142,4bf795e269e3a796555bd30b0147af44aac317ac33f841b9b1c4dc3e6112a9a2,0.0035587188612099642,0.0006284777252031654,0.019879277167216783,281,1,asterisk,1.4093457077208,58
50,0.0975609756097561,0.050268688282697954,0.18087205761421207,0.16,0.08337420678033407,0.28514216063034986,0.6909090909090909,8,74,367,0.2016348773841962,0.1637733063459265,0.2456778356692146,367,74,332,0.22289156626506024,0.18143738070790388,0.27068505633094403,0.7029972752043597,0.6543407449460856,0.7474482040938413,258,367,Quarantine / Local Outlier Factor / nominal_budget=0.15,Local Outlier Factor,0.15,10.25,32,0.64,0.501410168761127,0.7586125034815325,50,0.25,0.1325240091850904,0.4210655899424448,24,0.48,0.3479713528657805,0.6148825510995538,4bf795e269e3a796555bd30b0147af44aac317ac33f841b9b1c4dc3e6112a9a2,0.003875968992248062,0.0006845316783493684,0.021624612362489037,258,1,asterisk,1.2807856306356558,82
50,0.3333333333333333,0.06149194472039632,0.7923403991979523,0.02,0.0035392592716462293,0.1049544358963781,0.6909090909090909,1,2,367,0.0054495912806539,0.001495748853598466,0.01964929476053949,367,2,332,0.006024096385542169,0.0016535820207583558,0.021695110091970587,0.8991825613079019,0.8641257770631083,0.9259692703778215,330,367,Quarantine / Mahalanobis / nominal_budget=0.01,Mahalanobis,0.01,3.0,32,0.64,0.501410168761127,0.7586125034815325,50,0.03125,0.005537860164003122,0.15744263820012555,31,0.62,0.4815044693099298,0.7413721068980641,4bf795e269e3a796555bd30b0147af44aac317ac33f841b9b1c4dc3e6112a9a2,0.0030303030303030303,0.0005351233237087822,0.01696258005120837,330,1,asterisk,89.27752144225535,3
